,id,name,birth,death,species,ancestry,gender,hair_color,eye_color,wand,patronus,house,associated_groups,books_featured_in
175,177,Godric's Hollow Muggle boy,,,Human,Muggle,Male,,,,,,[],[7]
176,178,Anthony Goldstein,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Male,Blonde,Grey,,Non-corporeal,Ravenclaw,"['Goldstein family', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', ""Dumbledore's Army""]","[5, 7]"
177,179,Golgomath,Before 1995,,Giant,,Male,,,,,,"['Giant colony', 'Lord Voldemort', 'Death Eaters']",[5]
178,180,Gordon,c. 1979 or 1980,,Human,Muggle,Male,,,,,,"[""Dudley Dursley's gang""]","[1, 5]"
179,182,Dragomir Gorgovitch,,,Human,,Male,,,,,,['Chudley Cannons'],[7]
180,183,Gorilla at the Zoo,,,Gorilla,,,Black,Dark,,,,[],[1]
181,184,Gornuk,,1998,Goblin,,Male,,Black,,,,['Gringotts Wizarding Bank'],[7]
182,185,Goyle,,,Human,Pure-blood or half-blood,Male,,,,None,Slytherin (possibly),"['Goyle family', 'Lord Voldemort', 'Death Eaters']",[4]
183,186,Gregory Goyle,between 1 September 1979 and 31 August 1980,,Human,Pure-blood,Male,Brown,,"Unknown length, wood and core",None,Slytherin,"['Goyle family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Slytherin Quidditch team', 'Inquisitorial Squad', ""Draco Malfoy's gang (formerly)"", 'Lord Voldemort', 'Death Eaters (unofficially)']","[1, 2, 3, 4, 5, 6, 7]"
184,187,Hermione Granger's father,,,Human,Muggle,Male,Brown,Brown,,,,['Granger family'],"[1, 2, 3, 5, 7]"
185,188,Merton Graves,1978,,Human,,Male,Brown,Brown,,,,"['The Weird Sisters', 'Graves family']",[4]
186,189,Grawp,Post 1931,,Giant,Giant,Male,Brown,Brown-green,,,,"['Hagrid family', 'Order of the Phoenix (during the Battle of Hogwarts)']","[5, 6, 7]"
187,190,Grawp's father,,,Giant,,Male,,,,,,[],[5]
188,191,Greek man,,,Human,,Male,,,,,,['Fluffy'],[1]
189,192,Mykew Gregorovitch,In or before 1909,"2 September, 1997, Gregorovitch ZauberstГ¤be",Human,,Male,White,,Gregorovitch ZauberstГ¤be,Non-corporeal,,[],"[4, 7]"
190,193,Gregory the Smarmy,12th century or earlier,,Human,,Male,Bald (Brown eyebrows),Green,,,,[],"[1, 5]"
191,194,Fenrir Greyback,Pre 1945,,Werewolf (formerly Human),,Male,Grey,,"Unknown length, wood and core",None,,"['Lord Voldemort', 'Death Eaters (unofficially)', 'Snatchers', 'Werewolf army']","[3, 6, 7]"
192,195,Gellert Grindelwald,Between summer 1882 and summer 1883,"March, 1998 (aged around 115)",Human (Seer),Pure-blood or Half-blood,Male,Blond,Blue,"Unknown wood, core material and length",,,"['The Alliance', 'Acolytes', 'Durmstrang Institute']","[1, 7]"
193,196,Gringotts Guards,,,,,,,,,,,[],[7]
194,197,Gringotts Head Goblin,,,Goblin,,Male,White,,,,,['Gringotts Wizarding Bank'],[1]
195,198,Griphook,Pre-1990,"1 May, 1998",Goblin,,Male,Silver,Black,,,,['Gringotts Wizarding Bank'],"[1, 7]"
196,199,Edmund Grubb,,c. 1837вЂ“1901,Human (formerly),,Male,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[1]
197,200,Grubby-looking St Mungo's patient,,,Human,Magical to unknown extent,Male,,,,,,"[""St Mungo's Hospital for Magical Maladies and Injuries""]",[5]
198,201,Alberic Grunnion,1803,1882 (aged 78-79),Human,,Male,White,,,,,[],[1]
199,202,Godric Gryffindor,Pre 976,11th century (possibly),Human,Pure-blood or Half-blood,Male,Red,Green,,Non-corporeal,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 5, 7]"
200,203,Davey Gudgeon,c. 1960s,,Human,,Male,,,,,,"['Hogwarts School of Witchcraft and Wizardry', 'Gudgeon family']",[3]
201,204,Rubeus Hagrid's father,,Between 1 September 1941 and 31 August 1942,Human,,Male,Brown,Black,,,,['Hagrid family'],"[4, 5, 6]"
202,205,Rubeus Hagrid,6 December 1928,,Half-Human/Half-Giant,Part-Human (Half-giant),Male,Black,Black,"16"", Oak, unknown core",None,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Order of the Phoenix', 'Hagrid family', 'Albus Dumbledore', 'Harry Potter']","[1, 2, 3, 4, 5, 6, 7]"
203,206,Ciceron Harkiss,,,Human,,Male,,,,,,[],[6]
204,207,Harper,"between 1 September 1980 and 31 August 1981, Great Britain or Ireland",,Human,Pure-blood (most likely),Male,Dark,,,,Slytherin,"['Harper family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Slytherin Quidditch team']",[6]
205,208,Warty Harris,,,Human,,Male,,,,,,[],[5]
206,209,Heady,,,Shrunken Head,,Male,,,,,,['Knockturn Alley'],[2]
207,210,Hereward,,,Human,Half-blood or pure-blood (possibly),Male,,,Unknown wand,,,[],[7]
208,211,Hermes,Before 1991,,Screech owl,,Male,,,,,,['Percy Weasley (owner)'],"[1, 2, 3, 4, 5]"
209,212,Bertie Higgs,,,Human,,Male,,,,,,[],[6]
210,213,Terence Higgs,31 August 1979 or earlier,,Human,,Male,,,,,Slytherin,"['Higgs family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Slytherin Quidditch team']",[1]
211,214,Oakden Hobday,,,Human,,Male,,,,,,[],[5]
212,215,Hogwarts Express conductor,c. 1920s-1950s,,Human,Pure-blood or Half-blood,Male,Brown,,,,,"['Hogwarts Express crew', 'Hogwarts School of Witchcraft and Wizardry']",[1]
213,216,Hogwarts school mice,Before 1994,,Mice,,Males and females,,,,,,"['Hogwarts School of Witchcraft and Wizardry', 'Transfiguration department', 'Minerva McGonagall']",[5]
214,217,Phillipus von Hohenheim,1493,1541 (aged 47-48),Human,,Male,White,Blue,,,,[],"[1, 5]"
215,218,Geoffrey Hooper,c. Pre 31 August 1983,,Human,,Male,,,,,Gryffindor,"['Hooper family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']",[5]
216,219,Olive Hornby's brother,,,Human,,Male,,,,,,[],[4]
217,220,House of Black house-elves,Varied,Varied; between 1850 and 1985,House-elves,,Males,,,,,House of Black,[],[5]
218,221,Inigo Imago,,,Human,,Male,,,,,,[],[5]
219,222,Joey Jenkins,In or before 1977,,Human,,Male,,,,,,"['Chudley Cannons', 'Jenkins family']",[4]
220,223,Arsenius Jigger,,,Human,,Male,Brown,Dark,,,,['Hogwarts School of Witchcraft and Wizardry'],[1]
221,224,Lee Jordan's father,,,Human,,Male,,,,,Gryffindor (likely),['Jordan family'],[4]
222,225,Lee Jordan,Between 1 September 1977 and 31 August 1978,,Human,Pure-blood or Half-blood,Male,Black (dreadlocks),Brown,,,Gryffindor,"['Jordan family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', ""Dumbledore's Army"", 'Order of the Phoenix', 'Potterwatch']","[1, 2, 3, 4, 5, 6, 7]"
223,226,Jugson,,,Human,,Male,,,,None,,"['Death Eaters', 'Lord Voldemort']",[5]
224,227,KarkaroffвЂ™s Aide,Before October 1977,,Human,Pure-blood or Half-blood,Male,Black,Hazel,,,,"['Durmstrang Institute', 'Igor Karkaroff (formerly)']",[4]
225,228,Igor Karkaroff,pre 1965,"24 June, 1995 вЂ“ 31 July, 1996",Human,Pure-blood or Half-blood,Male,Silver (formerly black),Blue,"Unknown length, wood and core",None,,"['Death Eaters (formerly)', 'Lord Voldemort (formerly)', 'Durmstrang Institute (formerly)']","[4, 5, 6, 7]"
226,229,Karkus,,1995,Giant,,Male,,,,,,[],[5]
227,230,Karl H.,Before 1993,,,,,,,,,,[],[3]
228,231,Silvanus Kettleburn,"22 November, before 1927[citation needed]","Between 2 May, 1998 and 22 November, 2014",Human,Pure-blood or half-blood,Male,Silver,Brown,"Chestnut and phoenix feather, 11ВЅ"", whippy",,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', 'Kettleburn family']",[3]
229,232,Kevin,c. 1992,,Human,,Male,,,,,,"[""Kevin's family""]",[4]
230,233,Kevin's father,,,Human,,Male,,,"Unknown length, wood and core materials",,,"[""Kevin's family""]",[4]
231,234,King's Cross Station guard,,,Human,Muggle,Male,,,,,,"[""King's Cross Station""]","[1, 2]"
232,235,Andrew Kirke,31 August 1983 or earlierGreat Britain or Ireland,,Human,,Male,,,,,Gryffindor,"['Kirke family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team']",[5]
233,236,Kreacher,Between 1351 and 1979,"Between 1 September, 2017 and 2645 (aged 666)",House-elf,,Male,White,,,,House of Black (formerly),[],"[5, 6, 7]"
234,237,Viktor Krum's father,In or before 1945 (possibly),,Human,,Male,Dark,,,,,['Krum family'],[4]
235,238,Viktor Krum's grandfather,,Pre-1945,Human,,Male,,,,,,['Krum family'],[7]
236,239,Viktor Krum,"April-August, 1976,",,Human,Pure-blood or half-blood,Male,Dark,Dark,"10Вј"", Hornbeam, dragon heartstring",,,"['Durmstrang Institute', 'Bulgarian National Quidditch team', 'Krum family', 'Death Eaters (Imperiused)']","[4, 5, 6, 7]"
237,240,Lachlan the Lanky,,,Human,,Male,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[5]
238,241,Lancelot (Healer),,,Human,Half-blood or Pure-blood,Male,,,,,,"[""St Mungo's Hospital for Magical Maladies and Injuries"", 'Prewett family (possibly)']",[7]
239,242,Lestrange,c. 1920s,,Human,Pure-blood,Male,Black,,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin', ""Tom Riddle's gang"", 'Slug Club', 'Lestrange family']",[6]
240,243,Rabastan Lestrange,Before 1964,,Human,Pure-blood,Male,,,,None,,"['Lord Voldemort', 'Death Eaters', 'Lestrange family']","[4, 5]"
241,244,Rodolphus Lestrange,Pre 1964,,Human,Pure-blood,Male,Dark,Dark,,None,Lord Voldemort,[],"[4, 5, 7]"
242,245,Alexei Levski,"before 1977, Bulgaria",,Human,,Male,Brown,Green,,,,"['Levski family', 'Bulgarian National Quidditch team']",[4]
243,246,Little Hangleton boys,c. 1980s,,Human,Muggles,Males,,,,,,[],[4]
244,247,Little Whinging postman,,,Human,Muggle,Male,,,,,,[],[4]
245,248,Livius,,,Human,,Male,,,"Elder, Thestral tail hair core (possibly)",,,[],[7]
246,249,Dai Llewellyn,,"Before 1995,",Human,,Male,,,,,,['Caerphilly Catapults'],[5]
247,250,Gilderoy Lockhart,"26 January, 1964",,Human,Half-blood,Male,Blond,Blue,"9"", Cherry, dragon heartstring",Non-corporeal,Ravenclaw,"['Lockhart family', 'Hogwarts School of Witchcraft and Wizardry (formerly)', 'Ravenclaw', 'Ravenclaw Quidditch team', 'Dark Force Defence League (formerly)', ""St Mungo's Hospital for Magical Maladies and Injuries"", 'Order of Merlin']","[2, 3, 4, 5, 6]"
248,251,Frank Longbottom's father,Before 1947,Between 1980 and 1995,Human,Pure-blood,Male,,,,,,['Longbottom family'],[5]
249,252,Algie Longbottom,,,Human,,Male,,,,,,[],"[1, 5]"
250,253,Frank Longbottom,c. 1 September 1957 - 31 August 1959 or earlier,,Human,Pure-blood,Male,Blonde,,Unknown,,Gryffindor,"['Longbottom family', 'Gryffindor', 'Ministry of Magic (formerly)', 'Auror Office', 'Order of the Phoenix (formerly)']","[4, 5, 6, 7]"
251,254,Neville Longbottom,"30 July, 1980",,Human,Pure-blood,Male,Blond,,Father's wand (formerly),Non-corporeal,Gryffindor,"['Longbottom family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Herbology department', 'Slug Club (briefly)', 'Albus Dumbledore', 'Order of the Phoenix', 'Harry Potter', ""Dumbledore's Army"", 'British Ministry of Magic', 'Auror Department (formerly)', 'S.P.E.W.', 'Abbott family']","[1, 2, 3, 4, 5, 6, 7]"
252,255,Xenophilius Lovegood,"before 1964 (most likely),",,Human,Pure-blood or half-blood,Male,White,,"Unknown length, wood and core",Non-corporeal,Ravenclaw,"['Lovegood family', 'The Quibbler', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', 'Order of the Phoenix', 'Harry Potter']","[4, 5, 6, 7]"
253,256,Loxias,,,Human,,Male,,,"Elder, Thestral tail hair core",,,[],[7]
254,257,Lyall Lupin,1929,,Human,Half-blood or pure-blood,Male,,,,,,"['Lupin family', 'Howell family', 'Hogwarts School of Witchcraft and Wizardry', 'British Ministry of Magic', 'Department for the Regulation and Control of Magical Creatures']","[3, 6]"
255,258,Remus Lupin,"10 March, 1960","2 May, 1998 (aged 38)",Werewolf (formerly Human),Half-blood,Male,Light brown flecked with grey,Green,"10Вј"", Cypress, unicorn hair",Wolf,Gryffindor,"['Lupin family', 'Howell family', 'Tonks family', 'Potter family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Marauders', 'Order of the Phoenix', 'Advance Guard']","[3, 4, 5, 6, 7]"
256,259,Edward Lupin,"April, 1998",,Human (Metamorphmagus),Half-blood,Male,Variable,Variable,,,Hufflepuff,"['Lupin family', 'Tonks family', 'Potter family', 'Weasley family', 'Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']",[7]
257,260,Aidan Lynch,,,Human,,Male,,,,,,['Irish National Quidditch team'],[4]
258,261,Quintius MacBoon,,,Human,,Male,,,,,,['MacBoon clan'],[6]
259,262,Ernest Macmillan,Between 22 April 1980 and 31 August 1980,,Human,Pure-blood,Male,Blond,,"Unknown length, wood and core",Boar,Hufflepuff,"['Macmillan family', ""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']","[2, 3, 4, 5, 6, 7]"
260,263,Walden Macnair,In or before 1970s,,Human,Pure-blood or Half-blood,Male,Black,,"Unknown length, wood and core",None,,"['Death Eaters', 'Lord Voldemort', 'British Ministry of Magic (formerly)', 'Committee for the Disposal of Dangerous Creatures (formerly)']","[3, 4, 5, 7]"
261,264,Magorian,,,Centaur,,Male,Black,,,,,"['Forbidden Forest Centaur colony', 'Hogwarts School of Witchcraft and Wizardry']","[5, 7]"
262,265,Malcolm,c. 1980s,,Human,Muggle,Male,,,,,,"[""Dudley Dursley's gang""]","[1, 5]"
263,266,Abraxas Malfoy,"before 1936 (most likely), Great Britain or Ireland","Pre 2 September, 1996",Human,Pure-blood,Male,,,,,Slytherin,"['Malfoy family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin']",[6]
264,267,Draco Malfoy,"5 June, 1980",,Human,Pure-blood,Male,Silver-blonde,Grey,"10"", Hawthorn, unicorn hair (formerly)",None,Malfoy family,[],"[1, 2, 3, 4, 5, 6, 7]"
265,268,Lucius Malfoy,between 9 September 1953 and 8 September 1954,,Human,Pure-blood,Male,White-blond,Grey,Elm and dragon heartstring (formerly),None,Malfoy family,[],"[1, 2, 3, 4, 5, 6, 7]"
266,269,Scorpius Malfoy,between 1 September 2005 and 31 August 2006,,Human,Pure-blood,Male,White-blond,Grey,"Unknown length, wood and core",,Malfoy family,[],[7]
267,270,Marauders,,,,,,,,,,,[],"[3, 4, 5, 6, 7]"
268,271,Marius,,,Human,Magical to unknown extent,Male,,,,,,['Gringotts Wizarding Bank'],[7]
269,272,Martin Miggs,,,Human,Muggle,Male,,,,,,[],"[2, 6, 7]"
270,273,Mason,,,Human,Muggle,Male,White,,,,,['Mason family'],[2]
271,274,Olympe Maxime's father,,,Human or Giant,,Male,,,,,,['Maxime family'],[4]
272,275,Jim McGuffin,,,Human,Muggle,Male,,,,,,[],[1]
273,276,Cormac McLaggen,between 1 September 1978 and 31 August 1979,,Human,Pure-blood or Half-blood,Male,Blond,,,,Gryffindor,"['McLaggen family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Slug Club', ""Dumbledore's Army""]",[6]
274,277,Merlin,c. 982 or later,,Human,,Male,White,,"Unconfirmed length and core, English oak (?) wood",,Slytherin,"['Order of Merlin', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Court of King Arthur']","[1, 2, 4, 7]"
275,278,Eloise Midgen's father,,,Human,"Pure-blood, half-blood or Muggle-born",Male,,,,,Gryffindor (likely),['Midgen family'],[6]
276,279,Nicholas de Mimsy-Porpington,"Between 1401 and 1475,","31 October, 1492 (aged 17- 91)",Human (formerly),,Male,Grey,,"Unknown length, wood and core",,Gryffindor,"[""Henry VII's royal court (formerly)"", 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Headless Hunt (possibly)']","[1, 2, 3, 4, 5, 6, 7]"
277,280,Marcus Minugius,,,Human,,Male,,,,,,[],[2]
278,281,Cuthbert Mockridge,before 1976,,Human,,Male,,,,,,['Ministry of Magic'],[4]
279,282,Graham Montague's father,,,Human,,Male,,,,,,['Montague family'],[5]
280,283,Graham Montague,"In or prior to c.1981,",,Human,,Male,Brown,Brown,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Slytherin Quidditch team', 'Inquisitorial Squad', 'Montague family']","[3, 5, 6]"
281,284,Montgomery,Between April 1991 and April 1992,April 1997 (aged 5),Human,Pure-blood or half-blood,Male,,,,,,[],[6]
282,285,Alastor Moody,Pre 1960,"27 July, 1997",Human,Pure-blood,Male,Grey,"One dark, one electric blue","Unknown length, wood and core",Non-corporeal,Unknown,"['Order of the Phoenix', 'Advance Guard', 'Hogwarts School of Witchcraft and Wizardry', 'British Ministry of Magic', 'Auror Department']","[4, 5, 6, 7]"
283,286,Mopsus (Potter-era),,,Human,,Male,,,,,,[],[1]
284,287,Mortlake,,,Human,,Male,,,,,,[],[2]
285,288,Hassan Mostafa,"Before 1977, (most likely) Egypt",,Human,,Male,Bald,,,,,"['Egypt', 'International Association of Quidditch']",[4]
286,289,Mr Paws,Before 1991,,Part-Kneazle,,,,,,,,['Arabella Figg'],[1]
287,290,Mr Tibbles,before 1991,,Part-Kneazle cat,,Male,,,,,,['Arabella Figg'],"[1, 5]"
288,291,Red-haired Muggle boy,,,Human,Muggle,Male,Red,,,,,[],[7]
289,292,Mulciber I,,,Human,,Male,,,,None,,"['Lord Voldemort', 'Death Eaters']",[6]
290,293,Eric Munch,,,Human,,Male,Dark,,,,,['British Ministry of Magic'],[5]
291,294,Nicholas de Mimsy-Porpington's executioner,Before 1492,After 1492,Human,Muggle,Male,,,,,,[],[2]
292,295,Nott,,,Human,Pure-blood or Half-blood,Male,,,,None,,"['Nott family', 'Hogwarts School of Witchcraft and Wizardry', 'Death Eaters', 'Lord Voldemort']","[4, 5, 6]"
293,296,Theodore Nott,"1 September, 1979 вЂ“ 21 April, 1980",,Human,Pure-blood,Male,Brown,,,,Slytherin,"['Nott family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Death Eaters (indirectly)']","[1, 5, 6]"
294,297,Oblansk,,,Human,,Male,,,,,,"['Bulgarian Ministry of Magic', 'Bulgarian National Quidditch team']",[4]
295,298,Roberts' Obliviator,,,Human,,Male,,,,,,['Ministry of Magic'],[4]
296,299,Odo,,,Human,,Male,,,"Unknown length, wood and core materials",,,[],"[6, 7]"
297,300,Bob Ogden,1908 at the latest,"Some time before 7 September, 1996",Human,Half-blood or Pure-blood (likely),Male,,,"Unknown wood, length and core materials",,,"['British Ministry of Magic', 'Department of Magical Law Enforcement', 'Ogden family']","[6, 7]"
298,301,Tiberius Ogden,before 1977,,Human,,Male,,,,,,"['Wizengamot (formally)', 'Ogden family', 'Ministry of Magic']",[5]
299,302,Ogg,,,Human,,Male,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[4]
300,303,Garrick Ollivander,"25 September, pre 1908",,Human,Half-blood,Male,,Silvery,Wandmaker,Non-corporeal,Ravenclaw,"['Ollivander family', 'Ollivanders', 'Harry Potter', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[1, 4, 6, 7]"
301,304,Painting of sinister-looking monks,,Before 1993,Human,,Males,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[3]
302,305,Patil twins' father,,,,,Male,,,,,,['Patil family'],[6]
303,306,Payne,,,Human,Muggle,Male,,,,,,[],[4]
304,307,Jimmy Peakes,between 1 September 1982 and 31 August 1983,,Human,Pure-blood or Half-blood,Male,,,,,Gryffindor,"['Peakes family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team']","[6, 7]"
305,308,Arnold Peasegood,1976 or earlier,,Human,,Male,,,,,,['Ministry of Magic'],[4]
306,309,Peeves,Amortal,Amortal,Poltergeist,,Male,Black,Black,,,,"['Hogwarts School of Witchcraft and Wizardry', 'Order of the Phoenix (during the Battle of Hogwarts)', ""Dumbledore's Army (during the Battle of Hogwarts)""]","[1, 2, 3, 4, 5, 6, 7]"
307,310,Octavius Pepper,,"Spring, 1997 (possibly)",Human,,Male,,,,,,[],[6]
308,311,Perkins,Before 1975,,Human,,Male,Fluffy white,,,,,"['British Ministry of Magic', 'Misuse of Muggle Artefacts Office']","[2, 4, 5, 7]"
309,312,Peter Pettigrew,between 1 September 1959 and 31 August 1960,Late March 1998 (aged 38 -39),Human,Half-blood or pure-blood,Male,Colourless and balding,,Unknown 1st wand,None,Gryffindor,"['Pettigrew family', 'Weasley family (as Scabbers) (formerly)', 'Hogwarts School of Witchcraft and Wizardry (formerly)', 'Gryffindor', 'Marauders', 'Order of the Phoenix (betrayed)', 'Lord Voldemort', 'Death Eaters', 'R (formerly)']","[1, 2, 3, 4, 5, 6, 7]"
310,313,Ignotus Peverell's son,13th century,"After 18 May, 1292",Human,Pure-blood,Male,,,,,,['Peverell family'],[7]
311,314,Antioch Peverell's enemy,,"Between 12 July, 1214 and 18 May, 1291",Human,,Male,,,"Unknown length, wood and core",,,[],[7]
312,315,Antioch Peverell,"Prior to 12 July, 1214","Prior to 19 May, 1292",Human,Pure-blood,Male,Dark,,"Unknown length, wood, and core (formerly)",,,['Peverell family'],[7]
313,316,Cadmus Peverell,"Prior to 12 July, 1214","Prior to 19 May, 1292",Human,Pure-blood,Male,,,,,,"['Peverell family', 'His fiancГ©e']",[7]
314,317,Ignotus Peverell,"12 July, 1214","19 May, 1292 (aged 77)",Human,Pure-blood,Male,,,,,,['Peverell family'],[7]
315,318,Arkie Philpott,,,Human,,Male,,,,,,[],[6]
316,319,Pigwidgeon,Pre 1994,,Scops owl,,Male,,,,,,['Ronald Weasley (owner)'],"[3, 4, 5, 6, 7]"
317,320,Sturgis Podmore,Between 8 September 1956 and 7 September 1957,,Human,,Male,Straw-coloured,,,,,"['Podmore family', 'Order of the Phoenix', 'Advance Guard']",[5]
318,321,Poliakoff,on or before 30 October 1977,,Human,Pure-blood or Half-blood,Male,,,,,,['Durmstrang Institute'],[4]
319,322,Piers Polkiss,c. 1980,,Human,Muggle,Male,Black,,,,,['Dudley Dursley'],"[1, 5]"
320,323,Roddy Pontner,,,Human,,Male,,,,,,[],[4]
321,324,Albus Potter,Between 1 September 2005 and 31 August 2006,,Human,Half-blood,Male,Jet-black,Bright green,"Unknown length, wood and core",,Slytherin,"['Potter family', 'Weasley family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin']",[7]
322,325,Fleamont Potter,Pre-1909,c. 1979,Human,Pure-blood,Male,,,,,Gryffindor,"['Potter family', 'Peverell family', 'Fleamont family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 5, 7]"
323,326,Harry Potter,"31 July, 1980",,Human,Half-blood,Male,Jet-black,Bottle green,"11"", Holly, phoenix feather",Stag,Gryffindor,"['Potter family', 'Weasley family', 'Albus Dumbledore', ""Dumbledore's Army"", 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Slug Club', 'British Ministry of Magic', 'Auror Office', 'Department of Magical Law Enforcement', 'S.P.E.W.']","[1, 2, 3, 4, 5, 6, 7]"
324,327,James Potter I,"27 March, 1960","31 October, 1981 (aged 21)",Human,Pure-blood,Male,Jet-black,Hazel,"11"", Mahogany, unknown core",Stag,Gryffindor,"['Potter family', 'Evans family', 'Hogwarts School of Witchcraft and Wizardry', 'Marauders', 'Gryffindor', 'Gryffindor Quidditch team', 'Order of the Phoenix']","[1, 2, 3, 4, 5, 6, 7]"
325,328,James Potter II,Between 1 September 2003 and 31 August 2004,,Human,Half-blood,Male,,,,,Gryffindor,"['Potter family', 'Weasley family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']",[7]
326,329,Ernest Prang,,,Human,,Male,White,,,None,,"['Knight Bus', 'Albus Dumbledore']","[3, 5, 6]"
327,330,Prentice,,,Human,Muggle,Male,,,,,,[],[5]
328,331,Fabian Prewett,,1981,Human,Pure-blood,Male,,,,,,"['Prewett family', 'Order of the Phoenix']","[1, 5, 7]"
329,332,Gideon Prewett,,1981,Human,Pure-blood,Male,Red,Dark grey,,,,"['Prewett family', 'Order of the Phoenix']",[5]
330,333,Molly Weasley's father,before 1932 (most likely),,Human,Pure-blood,Male,Red (possibly),,,,,['Prewett family'],"[1, 5]"
331,334,Prime Minister's political opponent,,,Human,Muggle,,,,,,,[],[6]
332,335,Prime Minister's predecessor,,,Human,Muggle,Male,,,,,,"['Great Britain', 'British Government']",[6]
333,336,Apollyon Pringle,pre 1944,,Human,,Male,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[4]
334,337,Graham Pritchard,"between 1 September 1982 and 31 August 1983, Great Britain or Ireland",,Human,,Male,,,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin']",[4]
335,338,Demetrius Prod,Prior to 1992,"27 November, 1998",Human,,Male,,,,,,['Kwikspell'],[2]
336,339,Ptolemy,,,Human,,Male,Grey,,,,,[],[1]
337,340,Adrian Pucey,between 1 September 1977 and 31 August 1978,,Human,,Male,Black,,,,Slytherin,"['Pucey family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin Quidditch team', 'Slytherin']","[1, 2, 3, 5]"
338,341,Augustus Pye,,,Human,,Male,,,,,,"[""St Mungo's""]",[5]
339,342,Pyrites,Before 1981,,Human,Pure-blood or Half-blood,Male,,,,,,"['Death Eaters', 'Lord Voldemort', 'Pyrites family']",[1]
340,343,Argo Pyrites,,,Human,,Male,,,,,,['Pyrites family'],[1]
341,344,Quigley,"before 1977, Ireland",,Human,,Male,,,,,,['Irish National Quidditch team'],[4]
342,345,Quirinus Quirrell,"26 September,1970 or earlier",4 June 1992,Human,Half-blood,Male,,,"9"", Alder, unicorn hair, bendy",Non-corporeal,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry (formerly)', 'Ravenclaw', 'Lord Voldemort']","[1, 2, 3, 4, 5, 6, 7]"
343,346,Urquhart Rackharrow,1612,1697 (aged 84 - 85),Human,,Male,,,,,,"[""St Mungo's Hospital for Magical Maladies and Injuries""]",[5]
344,347,Ragnok,Before 1995,,Goblin,,Male,,,,,,['Gringotts Wizarding Bank'],[5]
345,348,Ragnuk,,,Goblin,,Male,,,,,,['Goblins'],[7]
346,349,Thomas Riddle,1880,"August, 1943 (aged 62 - 63)",Human,Muggle,Male,,,,,,['Riddle family'],"[4, 6]"
347,350,Tom Riddle (Voldemort),"31 December, 1926","2 May, 1998 (aged 71)",Human,Half-blood,Male,Bald (formerly black),Scarlet (formerly dark brown),"13ВЅ"", Yew, phoenix feather core",None,Slytherin,"['Death Eaters', 'Hogwarts School of Witchcraft and Wizardry (formerly)', 'Slytherin', 'Slug Club', 'British Ministry of Magic (only under his control)', 'Borgin and Burkes']","[1, 2, 3, 4, 5, 6, 7]"
348,351,Tom Riddle Senior,1905,"August, 1943 (aged 37/38)",Human,Muggle,Male,Dark,,,,,['Riddle family'],"[2, 4, 5, 6]"
